uranium production, centrifuge, enriched 3.8%;uranium, enriched 3.8%, per separative work unit;unit;RU;73
treatment of sewage sludge, 70% water, WWT, WW from medium density board production, municipal incineration;electricity, for reuse in municipal waste incineration only;kilowatt hour;RER;74
land already in use, perennial cropland to annual crop;land tenure, arable land, measured as carbon net primary productivity, annual crop;kilogram;HU;75
market for 2-cyclopentanone;2-cyclopentanone;kilogram;GLO;76
market for sewage sludge;sewage sludge;cubic meter;CH;77
market for refractory, basic, packed;refractory, basic, packed;kilogram;GLO;78
polyurethane production, flexible foam, TDI-based, flame retardant;polyurethane, flexible foam, flame retardant;kilogram;RER;79
furrowing, sugarcane;furrowing, sugarcane;hectare;BR;80
chlor-alkali electrolysis, average production;sulfuric acid;kilogram;RER;81
chromium steel turning, average, computer numerical controlled;chromium steel removed by turning, average, computer numerical controlled;kilogram;RER;82
market for waste emulsion paint;waste emulsion paint;kilogram;RoW;83
electricity production, lignite;electricity, high voltage;kilowatt hour;TH;84
electricity production, wind, 1-3MW turbine, onshore;electricity, high voltage;kilowatt hour;UA;85
market for spent antifreezer liquid;spent antifreezer liquid;kilogram;GLO;86
electricity, high voltage, import from GT;electricity, high voltage;kilowatt hour;SV;87
yarn production, cotton, ring spinning;yarn, cotton;kilogram;IN;88
electricity, from municipal waste incineration to generic market for electricity, medium voltage;electricity, medium voltage;kilowatt hour;FI;89
tillage, cultivating, chiselling;tillage, cultivating, chiselling;hectare;Canada without Quebec;90
market for waste packaging paper;waste packaging paper;kilogram;IT;91
glued laminated timber production, average glue mix;glued laminated timber, average glue mix;cubic meter;Europe without Switzerland;92
transport, pipeline, offshore, petroleum;transport, pipeline, offshore, petroleum;ton kilometer;GLO;93
treatment of sewage sludge, 75% water, WWT[R], WW from anaerobic digestion of whey, sanitary landfill;electricity, medium voltage;kilowatt hour;GLO;94
treatment of sewage sludge, 97% water, WWT-SLF, wood ash mixture, pure, landfarming;sewage sludge, 97% water, WWT-SLF, wood ash mixture, pure;kilogram;RoW;95
diammonium phosphate production;diammonium phosphate;kilogram;RNA;96
sour gas, burned in gas turbine;sour gas, burned in gas turbine;megajoule;RoW;97
organophosphorus-compound production, unspecified;organophosphorus-compound, unspecified;kilogram;RER;98
mini CHP plant production, components for electricity only;mini CHP plant, components for electricity only;unit;RoW;99
market for waste polyvinylchloride;waste polyvinylchloride;kilogram;LT;100
treatment of sewage sludge, 97% water, WWT, WW from CRT production, landfarming;organic nitrogen fertiliser, as N;kilogram;RoW;101
market for scrap steel;scrap steel;kilogram;Europe without Switzerland;102
market for ozone, liquid;ozone, liquid;kilogram;RoW;103
market for electricity, low voltage;electricity, low voltage;kilowatt hour;MU;104
liquid crystal display production, minor components, auxilliaries and assembly effort;liquid crystal display, minor components, auxilliaries and assembly effort;kilogram;GLO;105
alkylbenzene production, linear;alkylbenzene, linear;kilogram;RoW;106
electricity production, photovoltaic, 3kWp facade installation, single-Si, laminated, integrated;electricity, low voltage;kilowatt hour;CH;107
electricity production, hydro, run-of-river;electricity, high voltage;kilowatt hour;SK;108
treatment of waste packaging paper, sanitary landfill;heat, district or industrial, other than natural gas;megajoule;GLO;109
market for electricity, high voltage;electricity, high voltage;kilowatt hour;SG;110
market for operation, computer, laptop, 68% active work;operation, computer, laptop, 68% active work;hour;GLO;111
rape seed production;rape seed;kilogram;AU-NSW;112
uranium production, centrifuge, enriched 3.8%;uranium, enriched 3.8%, per separative work unit;unit;CN;113
hard coal, run-of-mine to market for hard coal;hard coal;kilogram;IN;114
infrastructure construction, for regional distribution of oil product;infrastructure, for regional distribution of oil product;unit;RoW;115
market for electricity, low voltage;electricity, low voltage;kilowatt hour;BR-South-eastern/Mid-western grid;116
electricity production, wind, 1-3MW turbine, onshore, renewable energy products;electricity, high voltage, renewable energy products;kilowatt hour;CH;117
natural gas pressure reduction, from high to low pressure;natural gas, low pressure;cubic meter;KR;118
concrete production, 35MPa, for civil engineering, for exterior use, with cement, Portland;hard coal ash;kilogram;RoW;119
market for glued laminated timber, PUR-glue;glued laminated timber, PUR-glue;cubic meter;CH;120
market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refri(...)_3;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refrigerant, cooling;ton kilometer;GLO;121
natural gas, high pressure, import from AZ;natural gas, high pressure;cubic meter;RoW;122
softwood forestry, pine, sustainable forest management;pulpwood, softwood, measured as solid wood under bark;cubic meter;SE;123
market for sewage sludge, 70% water, WWT-SLF, waste emulsion paint;sewage sludge, 70% water, WWT-SLF, waste emulsion paint;kilogram;CH;124
treatment of residues, MSWI[F], waste graphical paper, residual material landfill;residues, MSWI[F], waste graphical paper;kilogram;CH;125
market for bottom ash, MSWI, scrap aluminium;bottom ash, MSWI, scrap aluminium;kilogram;RoW;126
electricity production, wind, 1-3MW turbine, onshore;electricity, high voltage;kilowatt hour;IN-KA;127
treatment of residues, MSWI, steel in car shredder residue, residual material landfill;residues, MSWI, steel in car shredder residue;kilogram;GLO;128
market for land use change, pasture, man made;land use change, pasture, man made;hectare;BR-BA;129
market for bentonite quarry infrastructure;bentonite quarry infrastructure;unit;GLO;130
market for slab and siding, hardwood, wet, measured as dry mass;slab and siding, hardwood, wet, measured as dry mass;kilogram;Europe without Switzerland;131
transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, carbon dioxide, liquid refrigerant, freezing;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO4, carbon dioxide, liquid refrigerant, freezing;ton kilometer;GLO;132
glued laminated timber production, PUR-glue;residual wood, dry;cubic meter;CH;133
electricity production, wind, >3MW turbine, onshore;electricity, high voltage;kilowatt hour;RU;134
electricity voltage transformation from high to medium voltage;electricity, medium voltage;kilowatt hour;CO;135
market for steel removed by turning, primarily roughing, computer numerical controlled;steel removed by turning, primarily roughing, computer numerical controlled;kilogram;GLO;136
clear-cutting, grassland to arable land, perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;BR-ES;137
market for dimethenamide;dimethenamide;kilogram;GLO;138
diesel production, low-sulfur, petroleum refinery operation;diesel, low-sulfur;kilogram;ZA;139
electricity production, wind, 1-3MW turbine, onshore;electricity, high voltage;kilowatt hour;PT;140
concrete production, 25MPa, for building construction, exposure class XC1, with cement, unspecified;concrete, 25MPa;cubic meter;AT;141
electricity, high voltage, import from GB;electricity, high voltage;kilowatt hour;FR;142
treatment of sewage sludge, 70% water, WWT-SLF, refinery sludge, municipal incineration FAE;heat, for reuse in municipal waste incineration only;megajoule;CH;143
natural gas, liquefied, import from RU;natural gas, liquefied;cubic meter;KR;144
market for coconut oil, crude;coconut oil, crude;kilogram;GLO;145
market for chromium steel removed by turning, primarily dressing, conventional;chromium steel removed by turning, primarily dressing, conventional;kilogram;GLO;146
nutrient supply from NPK (26-15-15) fertiliser;inorganic potassium fertiliser, as K2O;kilogram;RER;147
evaporation of natural gas, import from OM;natural gas, high pressure;cubic meter;JP;148
treatment of waste electric and electronic equipment, shredding;waste electric and electronic equipment;kilogram;GLO;149
kerosene, import from RoW;kerosene;kilogram;PE;150
clear-cutting, grassland to arable land, perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;BR-TO;151
market for waste packaging paper;waste packaging paper;kilogram;NO;152
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;electricity, high voltage;kilowatt hour;GB;153
transport, passenger car, medium size, natural gas, EURO 5;transport, passenger car, medium size, natural gas, EURO 5;kilometer;RoW;154
petroleum and gas production, offshore;natural gas, high pressure;cubic meter;AE;155
electricity production, solar tower power plant, 20 MW;electricity, high voltage;kilowatt hour;ES;156
market for trimethyl borate;trimethyl borate;kilogram;GLO;157
glued solid timber production;wood chips, dry, measured as dry mass;kilogram;RER;158
electricity, high voltage, production mix;electricity, high voltage;kilowatt hour;CA-PE;159
electricity production, hydro, run-of-river;electricity, high voltage;kilowatt hour;IN-KA;160
treatment of scrap steel, inert material landfill;scrap steel;kilogram;RoW;161
electricity, high voltage, import from RU;electricity, high voltage;kilowatt hour;LT;162
market for bitumen seal;bitumen seal;kilogram;GLO;163
land already in use, perennial cropland to perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;BR-DF;164
packing, lime product;packing, lime product;kilogram;CH;165
natural gas, high pressure, import from KZ;natural gas, high pressure;cubic meter;CN;166
natural gas, liquefied, import from US;natural gas, liquefied;cubic meter;CN;167
treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration;heat, for reuse in municipal waste incineration only;megajoule;GLO;168
treatment of waste wire plastic, municipal incineration FAE;waste wire plastic;kilogram;CH;169
pipeline construction, natural gas, low pressure distribution network;pipeline, natural gas, low pressure distribution network;kilometer;RoW;170
market for inorganic nitrogen fertiliser, as N;inorganic nitrogen fertiliser, as N;kilogram;AT;171
treatment of residue from mechanical treatment, IT accessory, municipal incineration FAE;electricity, for reuse in municipal waste incineration only;kilowatt hour;CH;172
cottonseed, organic to generic market for energy feed;energy feed, gross;megajoule;RoW;173
electricity, high voltage, import from CN-NCGC;electricity, high voltage;kilowatt hour;CN-ECGC;174
heat production, wood chips from industry, at furnace 1000kW;heat, district or industrial, other than natural gas;megajoule;RoW;175
market for melamine urea formaldehyde adhesive;melamine urea formaldehyde adhesive;kilogram;GLO;176
treatment of bottom ash, MSWI, aluminium in car shredder residue, slag compartment;bottom ash, MSWI, aluminium in car shredder residue;kilogram;GLO;177
market for residues, MSWI[F]-WWT-SLF, waste plastic plaster;residues, MSWI[F]-WWT-SLF, waste plastic plaster;kilogram;CH;178
market for electricity, low voltage;electricity, low voltage;kilowatt hour;CO;179
market for methanol;methanol;kilogram;RoW;180
landed tuna to generic market for marine fish;marine fish;kilogram;GLO;181
air separation facility construction;air separation facility;unit;RoW;182
market for waste wood, untreated;waste wood, untreated;kilogram;PL;183
market for hard coal ash;hard coal ash;kilogram;BE;184
market for zircon;zircon;kilogram;GLO;185
market for electricity, high voltage;electricity, high voltage;kilowatt hour;PT;186
hardwood forestry, eucalyptus ssp., planted forest management;cleft timber, measured as dry mass;kilogram;BR-MG;187
methylamine production;methylamine;kilogram;RER;188
electricity production, hydro, pumped storage;electricity, high voltage;kilowatt hour;US-TRE;189
compressed air energy storage plant construction, adiabatic, 150 MW electrical;compressed air energy storage plant, adiabatic, 150 MW electrical;unit;RoW;190
market for maize chop;maize chop;kilogram;RoW;191
retention aid production, for paper production;retention aid, for paper production;kilogram;RoW;192
market for brake wear emissions, passenger car;brake wear emissions, passenger car;kilogram;GLO;193
market for heat, for reuse in municipal waste incineration only;heat, for reuse in municipal waste incineration only;megajoule;PT;194
market for cement, unspecified;cement, unspecified;kilogram;ZA;195
market for used beverage cans;used beverage cans;kilogram;Europe without Switzerland;196
land already in use, annual cropland to perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;BR-PI;197
soybean beverage production;protein feed, 100% crude;kilogram;RoW;198
electricity production, nuclear, aluminium industry;electricity, high voltage, aluminium industry;kilowatt hour;RoW;199
treatment of bottom ash, MSWI[F]-WWT-SLF, waste paperboard, slag compartment;bottom ash, MSWI[F]-WWT-SLF, waste paperboard;kilogram;CH;200
market for electricity, low voltage;electricity, low voltage;kilowatt hour;MN;201
market for tomato seedling, for planting;tomato seedling, for planting;unit;GLO;202
market for residues, MSWI-WWT-SLF, waste paperboard;residues, MSWI-WWT-SLF, waste paperboard;kilogram;GLO;203
market for naphtha;naphtha;kilogram;RoW;204
nuclear fuel element production, for pressure water reactor, UO2 4.2% & MOX;nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX;kilogram;CH;205
market for residues, MSWI, waste polyvinylchloride;residues, MSWI, waste polyvinylchloride;kilogram;GLO;206
market for land tenure, arable land, measured as carbon net primary productivity, perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;MX;207
heat pump production, for mini CHP plant;heat pump, for mini CHP plant;unit;RoW;208
land already in use, annual cropland to pasture, man made;land tenure, arable land, measured as carbon net primary productivity, pasture, man made;kilogram;BR-PB;209
electricity production, wind, 1-3MW turbine, onshore;electricity, high voltage;kilowatt hour;CN-NM;210
electricity production, photovoltaic, 570kWp open ground installation, multi-Si;electricity, low voltage;kilowatt hour;CN-JL;211
market for ethanol, without water, in 95% solution state, from fermentation;ethanol, without water, in 95% solution state, from fermentation;kilogram;BR;212
petroleum and gas production, offshore;petroleum;kilogram;IT;213
market for mini CHP plant, components for heat only;mini CHP plant, components for heat only;unit;GLO;214
electricity voltage transformation from high to medium voltage;electricity, medium voltage;kilowatt hour;MX;215
beam, softwood, raw, air drying to u=20%;sawnwood, beam, softwood, raw, dried (u=20%);cubic meter;CA-QC;216
flat glass production, uncoated;flat glass, uncoated;kilogram;RER;217
treatment of waste cement, hydrated, residual material landfill;waste cement, hydrated;kilogram;Europe without Switzerland;218
liquid manure spreading, by vacuum tanker;liquid manure spreading, by vacuum tanker;cubic meter;CH;219
heat and power co-generation, wood chips, 6667 kW;electricity, high voltage;kilowatt hour;RU;220
market for waste polyvinylchloride;waste polyvinylchloride;kilogram;MK;221
electricity production, oil;electricity, high voltage;kilowatt hour;CN-JX;222
treatment of sewage sludge, 97% water, WWT, WW from hard fibreboard production, landfarming;sewage sludge, 97% water, WWT, WW from hard fibreboard production;kilogram;RoW;223
market for operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s, electricity from renewable ener;operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s, electricity from renewable energy products;hour;GLO;224
air compressor production, screw-type compressor, 300kW;air compressor, screw-type compressor, 300kW;unit;RER;225
market for benzyl chloride;benzyl chloride;kilogram;RER;226
natural gas, burned in gas turbine;natural gas, burned in gas turbine;megajoule;ES;227
compressed air production, 1200 kPa gauge, <30kW, optimized generation;compressed air, 1200 kPa gauge;cubic meter;RER;228
mine construction, open cast, lignite;mine infrastructure, open cast, lignite;unit;RER;229
rape seed production;rape seed;kilogram;AU-WA;230
electricity voltage transformation from medium to low voltage;electricity, low voltage;kilowatt hour;CA-ON;231
urea ammonium nitrate production;urea ammonium nitrate mix;kilogram;RNA;232
land use change, perennial crop;land use change, perennial crop;hectare;KE;233
electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;electricity, low voltage;kilowatt hour;CN-SH;234
market for residue from shredder fraction from manual dismantling;residue from shredder fraction from manual dismantling;kilogram;CH;235
electricity, high voltage, import from VE;electricity, high voltage;kilowatt hour;CO;236
polystyrene foam slab for perimeter insulation;polystyrene foam slab for perimeter insulation;kilogram;CH;237
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;electricity, high voltage;kilowatt hour;DK;238
electricity production, natural gas, combined cycle power plant;electricity, high voltage;kilowatt hour;BG;239
catch crop growing, ryegrass-Egyptian&Persian clover-mixture, August-October, organic fertiliser 30 kg N, one cut;ryegrass-Egyptian&Persian clover-mixture silage;kilogram;CH;240
market for electricity, low voltage;electricity, low voltage;kilowatt hour;IQ;241
aluminium hydroxide factory construction;aluminium hydroxide factory;unit;RER;242
market for waste graphical paper;waste graphical paper;kilogram;HU;243
market for residues, MSWI-WWT-SLF, waste emulsion paint;residues, MSWI-WWT-SLF, waste emulsion paint;kilogram;RoW;244
natural gas, high pressure, import from DE;natural gas, high pressure;cubic meter;AT;245
natural gas, high pressure, domestic supply with seasonal storage;natural gas, high pressure;cubic meter;CA;246
market for transport, pipeline, onshore, petroleum;transport, pipeline, onshore, petroleum;ton kilometer;RoW;247
electricity, high voltage, import from AT;electricity, high voltage;kilowatt hour;SI;248
market for process-specific burdens, import of copper to Switzerland;process-specific burdens, import of copper to Switzerland;kilogram;GLO;249
treatment of hard coal ash, residual material landfill;hard coal ash;kilogram;AT;250
electricity production, wind, 1-3MW turbine, onshore;electricity, high voltage;kilowatt hour;CN-HU;251
market for beet seed, Swiss integrated production, for sowing;beet seed, Swiss integrated production, for sowing;kilogram;GLO;252
pyrolysis fuel gas to generic market for residual hydrocarbon mix, from steam cracking operations;residual hydrocarbon mix, from steam cracking operations;kilogram;GLO;253
market for pentane;pentane;kilogram;GLO;254
market for synthetic graphite, battery grade;synthetic graphite, battery grade;kilogram;RoW;255
heat production, borehole heat exchanger, brine-water heat pump 10kW;heat, brine-water heat pump 10kW;megajoule;Europe without Switzerland;256
electricity production, oil;electricity, high voltage;kilowatt hour;US-MRO;257
electricity production, wind, 1-3MW turbine, onshore;electricity, high voltage;kilowatt hour;CA-MB;258
market for bottom ash, MSWI, municipal solid waste;bottom ash, MSWI, municipal solid waste;kilogram;RU;259
pear production;pear;kilogram;AR;260
electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, laminated, integrated;electricity, low voltage;kilowatt hour;CH;261
market for acrylic binder, with water, in 54% solution state;acrylic binder, with water, in 54% solution state;kilogram;RER;262
electricity, high voltage, production mix;electricity, high voltage;kilowatt hour;ET;263
phosphate rock beneficiation;phosphate rock, beneficiated;kilogram;RoW;264
plastic tunnel construction;plastic tunnel;square meter;RoW;265
market for leach residue from copper production;leach residue from copper production;kilogram;GLO;266
market for bottom ash, MSWI, scrap tin sheet;bottom ash, MSWI, scrap tin sheet;kilogram;GLO;267
heat and power co-generation unit construction, organic Rankine cycle, 1000kW electrical;heat and power co-generation unit, organic Rankine cycle, 1000kW electrical;unit;GLO;268
market for land use change, annual crop;land use change, annual crop;hectare;BR-RR;269
heat and power co-generation, diesel, 200kW electrical, SCR-NOx reduction;heat, district or industrial, other than natural gas;megajoule;CH;270
rare earth oxides production, from rare earth oxide concentrate, 70% REO;sodium chloride, powder;kilogram;CN-SC;271
sulfur stockpiling;sulfur stockpiling;kilogram;CA-AB;272
treatment of hazardous waste, hazardous waste incineration, with energy recovery;hazardous waste, for incineration;kilogram;RoW;273
transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, carbon dioxide, liquid refrigerant, cooling;transport, freight, lorry with refrigeration machine, 7.5-16 ton, EURO5, carbon dioxide, liquid refrigerant, cooling;ton kilometer;GLO;274
cyanoacetic acid production;cyanoacetic acid;kilogram;RER;275
treatment of bottom ash, MSWI[F], waste expanded polystyrene, slag compartment;bottom ash, MSWI[F], waste expanded polystyrene;kilogram;CH;276
calcium ammonium nitrate production;calcium ammonium nitrate;kilogram;RoW;277
electricity, from municipal waste incineration to generic market for electricity, medium voltage;electricity, medium voltage;kilowatt hour;RU;278
electricity, high voltage, import from CN-NWG;electricity, high voltage;kilowatt hour;CN-NCGC;279
market for cover plaster, mineral;cover plaster, mineral;kilogram;GLO;280
market for sewage sludge, 70% water, WWT, WW from glass production;sewage sludge, 70% water, WWT, WW from glass production;kilogram;RoW;281
market for electricity, low voltage;electricity, low voltage;kilowatt hour;HR;282
market for sewage sludge, 70% water, WWT-SLF, refinery sludge;sewage sludge, 70% water, WWT-SLF, refinery sludge;kilogram;Europe without Switzerland;283
market for irrigation;irrigation;cubic meter;MA;284
window frame production, wood-metal, U=1.6 W/m2K;wood pellet, measured as dry mass;kilogram;RER;285
treatment of sewage sludge, 70% water, WWT, heat carrier liquid, 40% C3H8O2, municipal incineration FAE;heat, for reuse in municipal waste incineration only;megajoule;CH;286
market for land use change, annual crop;land use change, annual crop;hectare;ES;287
land already in use, pasture, man made to perennial crop;land tenure, arable land, measured as carbon net primary productivity, perennial crop;kilogram;BR-PR;288
market for electricity, low voltage;electricity, low voltage;kilowatt hour;GT;289
market for electricity, high voltage;electricity, high voltage;kilowatt hour;VN;290
market for land use change, perennial crop;land use change, perennial crop;hectare;US;291
electricity production, hydro, run-of-river;electricity, high voltage;kilowatt hour;CN-HB;292
metal working factory construction;metal working factory;unit;RoW;293
gluing mill construction;gluing mill;unit;RoW;294
market for electricity, medium voltage, aluminium industry;electricity, medium voltage, aluminium industry;kilowatt hour;CA;295
treatment of waste textile, soiled, municipal incineration FAE;heat, for reuse in municipal waste incineration only;megajoule;CH;296
heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;electricity, high voltage;kilowatt hour;US-WECC;297
expansion vessel production, 25l;expansion vessel, 25l;unit;RoW;298
heat and power co-generation, natural gas, conventional power plant, 100MW electrical;electricity, high voltage;kilowatt hour;BE;299
fraction 8 from naphtha separation to generic market for chemical, organic;chemical, organic;kilogram;GLO;300
treatment of coal gas, in power plant;heat, district or industrial, other than natural gas;megajoule;AT;301
treatment of bottom ash, MSWI[F]-WWT-SLF, waste polyvinylchloride, slag compartment;bottom ash, MSWI[F]-WWT-SLF, waste polyvinylchloride;kilogram;CH;302
transport, freight, lorry >32 metric ton, EURO2;transport, freight, lorry >32 metric ton, EURO2;ton kilometer;ZA;303
heat and power co-generation, hard coal;electricity, high voltage;kilowatt hour;CZ;304
market for waste cement-fibre slab, dismantled;waste cement-fibre slab, dismantled;kilogram;RoW;305
electricity, high voltage, import from AT;electricity, high voltage;kilowatt hour;DE;306
willow stem cutting production, for planting;willow stem cutting, for planting;unit;DE;307
treatment of used tyre;used tyre;kilogram;GLO;308
board, hardwood, raw, kiln drying to u=20%;sawnwood, board, hardwood, raw, dried (u=20%);cubic meter;CH;309
market for electricity, medium voltage;electricity, medium voltage;kilowatt hour;NA;310
electronic component machinery production, unspecified;electronic component machinery, unspecified;unit;GLO;311
electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;electricity, low voltage;kilowatt hour;CN-SA;312
treatment of waste emulsion paint, on wood, collection for final disposal;waste emulsion paint, on wood;kilogram;RoW;313
heat and power co-generation, oil;electricity, high voltage;kilowatt hour;RS;314
treatment of bottom ash, MSWI[F], waste textile, soiled, slag compartment;bottom ash, MSWI[F], waste textile, soiled;kilogram;CH;315
diesel, burned in diesel-electric generating set, 18.5kW;diesel, burned in diesel-electric generating set, 18.5kW;megajoule;GLO;316
